tên sản phẩm,mã số sản phẩm,kích thước tổng,màu phiên bản,số thứ tự,mã vật liệu,mã linh kiện,tên vật liệu,quy cách,chất liệu,màu sắc,thuộc tính,số lượng
BOM-đen khói 3 列 2 层 1 Tủ đựng TV kiểu ngăn kéo mở có đèn và điện-63inch,LGS131B101S,350Dx1570Wx598Hmm,màu đen,8,SLHGZY002BH,BR,325mm Thanh ngăn kéo phải,325x25x20mm,PP&GF40,màu đen,linh kiện,1
BOM-đen khói 3 列 2 层 1 Tủ đựng TV kiểu ngăn kéo mở có đèn và điện-63inch,LGS131B101S,350Dx1570Wx598Hmm,màu đen,9,BCDB55031723BH,Z09,LGS đáy túi vải 32.5X55,320x545x3mm,MDF&vải không dệt,màu đen,linh kiện,1
BOM-đen khói 3 列 2 层 1 Tủ đựng TV kiểu ngăn kéo mở có đèn và điện-63inch,LGS131B101S,350Dx1570Wx598Hmm,màu đen,10,BC550327188BH,Y08,LGS túi vải 55x32.5x18.7,325x550x187mm,MDF&vải không dệt,màu đen,linh kiện,1
BOM-đen khói 3 列 2 层 1 Tủ đựng TV kiểu ngăn kéo mở có đèn và điện-63inch,LGS131B101S,350Dx1570Wx598Hmm,màu đen,11,LGS131XHLBH,E,LGS231_131-thanh dưới,556x15x15mm,Q195,đen nhám,linh kiện,2
BOM-đen khói 3 列 2 层 1 Tủ đựng TV kiểu ngăn kéo mở có đèn và điện-63inch,LGS131B101S,350Dx1570Wx598Hmm,màu đen,12,LGS131ZZKBHGK,C1,LGS421_420-S_231_131-Khung giữa trái,576x335x15mm,Q195,đen nhám,linh kiện,1
BOM-đen khói 3 列 2 层 1 Tủ đựng TV kiểu ngăn kéo mở có đèn và điện-63inch,LGS131B101S,350Dx1570Wx598Hmm,màu đen,13,LGS131CBZYBH,A3,LGS131-tấm tầng,472x335x12mm,PB,màu đen,linh kiện,2
BOM-đen khói 3 列 2 层 1 Tủ đựng TV kiểu ngăn kéo mở có đèn và điện-63inch,LGS131B101S,350Dx1570Wx598Hmm,màu đen,14,SLHGZZ002BH,BL,325mm Thanh ngăn kéo trái,325x25x20mm,PP&GF40,màu đen,linh kiện,1
BOM-đen khói 3 列 2 层 1 Tủ đựng TV kiểu ngăn kéo mở có đèn và điện-63inch,LGS131B101S,350Dx1570Wx598Hmm,màu đen,15,LGS131CBZBH,A4,LGS231_131-Tấm tầng giữa,556x335x12mm,PB,màu đen,linh kiện,1
BOM-đen khói 3 列 2 层 1 Tủ đựng TV kiểu ngăn kéo mở có đèn và điện-63inch,LGS131B101S,350Dx1570Wx598Hmm,màu đen,16,LGS131SHLBHGK,G,LGS231_131-Thanh trên sau,556x15x15mm,Q195,đen nhám,linh kiện,1
BOM-đen khói 3 列 2 层 1 Tủ đựng TV kiểu ngăn kéo mở có đèn và điện-63inch,LGS131B101S,350Dx1570Wx598Hmm,màu đen,17,LG05254BH,X01,254 thanh đũa,Ø5x254mm,Q195,đen nhám,linh kiện,2
BOM-đen khói 3 列 2 层 1 Tủ đựng TV kiểu ngăn kéo mở có đèn và điện-63inch,LGS131B101S,350Dx1570Wx598Hmm,màu đen,18,LGS131DB101BH,A2,LGS131-tấm trên trái,785x350x12mm,PB,màu đen,linh kiện,1
BOM-đen khói 3 列 2 层 1 Tủ đựng TV kiểu ngăn kéo mở có đèn và điện-63inch,LGS131B101S,350Dx1570Wx598Hmm,màu đen,19,LGS131ZFXBH,无,LGS131-thùng đóng giữa,875×380×140mm,giấy carton,màu giấy,vật liệu đóng gói,1
BOM-đen khói 3 列 2 层 1 Tủ đựng TV kiểu ngăn kéo mở có đèn và điện-63inch,LGS131B101S,350Dx1570Wx598Hmm,màu đen,20,ZHJ5050125,无,giấy nẹp,50×50×125mm,giấy carton,màu giấy,vật liệu đóng gói,4
BOM-đen khói 3 列 2 层 1 Tủ đựng TV kiểu ngăn kéo mở có đèn và điện-63inch,LGS131B101S,350Dx1570Wx598Hmm,màu đen,21,LGS131ZK,无,giấy lót,sóng đơn 860×60,giấy carton sóng đơn,màu giấy,vật liệu đóng gói,1
BOM-đen khói 3 列 2 层 1 Tủ đựng TV kiểu ngăn kéo mở có đèn và điện-63inch,LGS131B101S,350Dx1570Wx598Hmm,màu đen,22,LGS131PM001,无,mút xốp,"16Kg,367×125×10mm",EPS mút xốp,màu trắng,vật liệu đóng gói,2
BOM-đen khói 3 列 2 层 1 Tủ đựng TV kiểu ngăn kéo mở có đèn và điện-63inch,LGS131B101S,350Dx1570Wx598Hmm,màu đen,23,LGS131PM002,无,mút xốp,"16Kg,340×240×15mm",EPS mút xốp,màu trắng,vật liệu đóng gói,1
BOM-đen khói 3 列 2 层 1 Tủ đựng TV kiểu ngăn kéo mở có đèn và điện-63inch,LGS131B101S,350Dx1570Wx598Hmm,màu đen,24,LGS131PM003,无,mút xốp,"16Kg,340×320×35mm",EPS mút xốp,màu trắng,vật liệu đóng gói,1
BOM-đen khói 3 列 2 层 1 Tủ đựng TV kiểu ngăn kéo mở có đèn và điện-63inch,LGS131B101S,350Dx1570Wx598Hmm,màu đen,25,PPHJ1285,无,PP góc nhựa,"đường kính trong cao 12mm,độ dày cạnh 8.5mm",PP,màu đen,vật liệu đóng gói,4
BOM-đen khói 3 列 2 层 1 Tủ đựng TV kiểu ngăn kéo mở có đèn và điện-63inch,LGS131B101S,350Dx1570Wx598Hmm,màu đen,26,SCPPHJ505030,无,góc nhựa PP đôi,50×50×30mm,PP,màu đen,vật liệu đóng gói,8
BOM-đen khói 3 列 2 层 1 Tủ đựng TV kiểu ngăn kéo mở có đèn và điện-63inch,LGS131B101S,350Dx1570Wx598Hmm,màu đen,27,XHBBL010,无,nhãn STT BL,∅10mm,giấy decal,nền trắng chữ đen,vật liệu đóng gói,1
BOM-đen khói 3 列 2 层 1 Tủ đựng TV kiểu ngăn kéo mở có đèn và điện-63inch,LGS131B101S,350Dx1570Wx598Hmm,màu đen,28,XHBBR010,无,nhãn STT BR,∅10mm,giấy decal,nền trắng chữ đen,vật liệu đóng gói,1
BOM-đen khói 3 列 2 层 1 Tủ đựng TV kiểu ngăn kéo mở có đèn và điện-63inch,LGS131B101S,350Dx1570Wx598Hmm,màu đen,29,JGB120052,无,nhãn cảnh báo,120×52mm,giấy decal,theo mẫu,vật liệu đóng gói,1
BOM-đen khói 3 列 2 层 1 Tủ đựng TV kiểu ngăn kéo mở có đèn và điện-63inch,LGS131B101S,350Dx1570Wx598Hmm,màu đen,30,LGS131SMS,无,LGS131 sách hướng dẫn,A4,giấy couché,đen trắng,vật liệu đóng gói,1
BOM-đen khói 3 列 2 层 1 Tủ đựng TV kiểu ngăn kéo mở có đèn và điện-63inch,LGS131B101S,350Dx1570Wx598Hmm,màu đen,1,TZJD629825BH,1,10-chân đế,M6x10mm,PP&thép mạ kẽm,màu đen,Túi ngũ kim,8
BOM-đen khói 3 列 2 层 1 Tủ đựng TV kiểu ngăn kéo mở có đèn và điện-63inch,LGS131B101S,350Dx1570Wx598Hmm,màu đen,2,BCLS129228BH,2,tay nắm,129x22x8mm,PP&GF40,màu đen,Túi ngũ kim,1
BOM-đen khói 3 列 2 层 1 Tủ đựng TV kiểu ngăn kéo mở có đèn và điện-63inch,LGS131B101S,350Dx1570Wx598Hmm,màu đen,3,NLPLS6022BZ,3,M6X22 ốc lục giác,M6x22mm,#10,màu đen,Túi ngũ kim,16+2
BOM-đen khói 3 列 2 层 1 Tủ đựng TV kiểu ngăn kéo mở có đèn và điện-63inch,LGS131B101S,350Dx1570Wx598Hmm,màu đen,4,GSSNZGLS5040BZ,4,ST5X38 ốc tự khoan lục giác,Ø5x38mm,#10,màu đen,Túi ngũ kim,12+2
BOM-đen khói 3 列 2 层 1 Tủ đựng TV kiểu ngăn kéo mở có đèn và điện-63inch,LGS131B101S,350Dx1570Wx598Hmm,màu đen,5,NLPLS6010BZ,5,M6X10 ốc lục giác,M6x10,#10,màu đen,Túi ngũ kim,8+2
BOM-đen khói 3 列 2 层 1 Tủ đựng TV kiểu ngăn kéo mở có đèn và điện-63inch,LGS131B101S,350Dx1570Wx598Hmm,màu đen,6,ZGLS4010CZ,6,ST4X10 ốc tự cắt đầu tròn chữ thập,ST4x10mm,#10,màu đen,Túi ngũ kim,2
BOM-đen khói 3 列 2 层 1 Tủ đựng TV kiểu ngăn kéo mở có đèn và điện-63inch,LGS131B101S,350Dx1570Wx598Hmm,màu đen,7,PTZGLS6308BZ,7,ST3.5X12 ốc tự cắt đầu bằng chữ thập,ST3.5x12mm,#10,màu đen,Túi ngũ kim,2
BOM-đen khói 3 列 2 层 1 Tủ đựng TV kiểu ngăn kéo mở có đèn và điện-63inch,LGS131B101S,350Dx1570Wx598Hmm,màu đen,8,SLPZLS6030WH,8,Ốc tắc kê nhựa,6x30mm,PP,màu trắng,Túi ngũ kim,2
BOM-đen khói 3 列 2 层 1 Tủ đựng TV kiểu ngăn kéo mở có đèn và điện-63inch,LGS131B101S,350Dx1570Wx598Hmm,màu đen,9,ZGLS3560BH,8,ốc tự cắt,M3.5*60mm,#10,màu đen,Túi ngũ kim,2
BOM-đen khói 3 列 2 层 1 Tủ đựng TV kiểu ngăn kéo mở có đèn và điện-63inch,LGS131B101S,350Dx1570Wx598Hmm,màu đen,10,LNSLSD65254BZ,9,L vít lục giác có đầu chữ thập,S4,#10,mạ kẽm,Túi ngũ kim,1
BOM-đen khói 3 列 2 层 1 Tủ đựng TV kiểu ngăn kéo mở có đèn và điện-63inch,LGS131B101S,350Dx1570Wx598Hmm,màu đen,11,LNBS57253BZ,10,L cờ lê lục giác,S3,#10,mạ kẽm,Túi ngũ kim,1
BOM-đen khói 3 列 2 层 1 Tủ đựng TV kiểu ngăn kéo mở có đèn và điện-63inch,LGS131B101S,350Dx1570Wx598Hmm,màu đen,12,MS6030YS,11,6X30 chốt gỗ,Ø6x30mm,木,màu tự nhiên,Túi ngũ kim,3
